t,min_gradient,avg_gradient,max_gradient,std_gradient,min_bandit,avg_bandit,max_bandit,std_bandit,min_pseudo,avg_pseudo,max_pseudo,std_pseudo,bound_gradient,bound_bandit
38,4.047589527089517,178.28887120932845,1057.27693758816,139.69526318617866,174.8376326611246,834.7172255585635,2151.579340498451,286.0296017397569,0.0005885377651821955,0.3293045252496835,2.3178220773459906,0.34716009439509216,426533.7857634158,8.802497013997532e6
39,4.02985970581117,178.35709437578495,1057.1803426050396,139.69288970165562,177.14703720390693,849.6428014009537,2215.748071412645,290.3106349883125,0.000811249685597204,0.3284081239305963,2.2439872719793996,0.342311992987507,428922.83518935303,8.917567218367621e6
40,3.9999397884407024,178.4239192854742,1057.4326701404545,139.69567789644412,177.7840317598884,863.8860960221458,2232.888431615877,294.3887745995118,0.0012048596300395786,0.3301341280013729,2.5279374621444717,0.34086337933172167,431251.3958057681,9.03117138065568e6
41,4.317133397406648,178.48830444231385,1057.156268830099,139.7034248261778,179.54021034920962,877.7428578852152,2249.5403842696346,298.9891154057402,0.00039530713927860006,0.3325612326854834,2.526291104880933,0.34404522048345815,433522.455181446,9.143364146715559e6
42,4.405187085006386,178.55124121521527,1057.2125124706754,139.70015231817408,180.77548553952002,890.8115135929941,2286.376282176964,302.4704845517862,0.0003064354508346412,0.329867938843239,2.727518921320751,0.3409912890788242,435738.7848729362,9.25419684965221e6
43,4.3849574532905535,178.60260188629454,1057.2196687523342,139.7130359125309,187.72118462998233,902.8390420317874,2304.0589844611136,305.56965087778866,4.21390559779411e-6,0.3308989928041335,2.8272993433981526,0.346328261408746,437902.96076004434,9.36371778434091e6
44,4.3246729571904545,178.65349874661774,1057.29579706804,139.72342532486041,188.11959853048944,914.602401864118,2312.104328850504,308.49630149595373,0.0004979024064013515,0.32997301490605163,2.8552801815744004,0.3420317396665391,440017.38104325405,9.471972453372719e6
45,4.454942893222398,178.69829966274892,1057.3941713910335,139.7249885545931,189.45594346637415,926.7146371690244,2311.592307996321,311.1874191599866,0.0006101871530042047,0.3291823245691722,2.7885334145048972,0.3386407353092206,442084.2822184248,9.579003787979258e6
46,4.50008870525782,178.7478816865523,1057.4118296821594,139.7238741007928,189.72028220649506,938.4342710485646,2311.621355497423,315.58013705594675,3.3735562535497365e-5,0.3314479946246748,3.094385661478242,0.33978865137247266,444105.7532955796,9.684852346979294e6
47,4.527310378738086,178.79351398560908,1057.429806326937,139.7285891358558,190.14500476964696,949.7695417120194,2311.606434073693,317.76013134378303,0.0003712164307465571,0.32893809769143834,3.026666535262933,0.3363362834302525,446083.7484884158,9.789556496361807e6
48,4.612492973992584,178.84631712270837,1057.4648051741854,139.73176776977465,190.43479511409438,961.4386713804279,2312.3167976559166,321.73481890942253,0.0011596939762448244,0.3294659632045945,2.684991397341122,0.3325265850353186,448020.09856776556,9.89315257176038e6
49,4.640349495640926,178.89390780606186,1057.557441525369,139.72891567682967,190.58880762295493,972.5881316875726,2342.5009383584816,324.9832846492934,0.00025011636722638286,0.33282177923607376,2.6596686461717454,0.33466891661483844,449916.52104433364,9.995675025769815e6
50,4.574748625657314,178.944907343091,1057.5591239509574,139.72850387816848,190.23336137960683,983.192000163185,2355.078676211461,328.18409317968354,0.0006969130408371882,0.3336550215901065,2.577962547694746,0.3357921756110809,451774.6293226541,1.0097156561798364e7
51,4.542206596174282,178.9914174621732,1057.5635363164718,139.73080739302728,190.64151131861004,993.6880735370971,2355.887776614807,330.57336289265055,0.0004290389844499032,0.3307149822838523,2.546381981882952,0.33151034831391823,453595.940948528,1.0197628255929764e7
52,4.643820200358633,179.03825999656993,1057.5896305229976,139.7283009864973,192.28465430529468,1005.394301884579,2359.5779621395964,333.7436401450042,0.00034653053575084414,0.3323835526860276,2.5266669951186387,0.33294202659113914,455381.88505557977,1.0297119668082256e7
53,4.590248628327707,179.07697258388774,1057.488340088601,139.73487586304088,193.17146669959595,1016.9148398085752,2477.024987802929,338.0011401155553,0.0001790298747614827,0.3287170523204551,3.0089509182393,0.3306165470082982,457133.80910248304,1.039565894359159e7
54,4.139599479274231,179.11647120239118,1057.6551782755366,139.74378530458878,195.35997797568595,1027.57436571641,2482.471643404071,340.9742145610544,3.834346133402278e-5,0.3249218763809012,2.941886132929639,0.3270193490434375,458852.9849804223,1.0493272906207347e7
55,4.144658668314165,179.14863942616105,1057.9658727723313,139.7409295963589,197.58133845617323,1036.925319610276,2489.8088089930357,343.1317618241448,0.00010400443427016626,0.3263001323389478,2.9250108401294597,0.329521318013206,460540.61456014,1.058998714337343e7
56,4.306561294169718,179.17960984928885,1057.96515893431,139.733696901152,197.7141522702491,1046.0228104930743,2492.7200385398473,345.75417705599574,0.0001249348652443416,0.32498937876732786,2.926595991059642,0.32799152937452486,462197.83473916305,1.0685826084560981e7
57,4.378059362066189,179.22369523631934,1057.9503648205118,139.73112450917088,224.50067402007159,1055.6749790426438,2534.578539909148,349.04412224017295,4.512911889165139e-5,0.32394352883894734,2.8926885211790037,0.32548896791996124,463825.7220422992,1.0780813073333256e7
58,4.845852243374438,179.26567451246166,1057.9562987779348,139.7268033579575,234.42472198739642,1064.5822427757755,2543.244217694379,352.7316648175559,6.384877111997866e-5,0.3246391685956362,2.842719395524128,0.32634952985991333,465425.2968220278,1.0874970433744755e7
59,4.874270458225439,179.30316142516838,1057.9521658649735,139.728019149724,234.62804262822914,1073.4246315345492,2554.9147282837253,355.64610516384784,0.0002040916127796777,0.32538169959525814,2.813973584316166,0.32780996448530314,466997.5270998267,1.096831953160975e7
60,4.828321548803281,179.33508297725092,1057.9793597965247,139.73192910059393,236.35772094401375,1081.7009758155154,2612.928640726081,358.52469814203437,0.00014355957019773768,0.3238366770281983,2.495565106603891,0.32578575937823073,468543.3320846515,1.1060880831116538e7
61,4.806139267216125,179.36738284428924,1057.9790867078812,139.73247222508851,236.3638489948147,1090.6121316091674,2617.982413471107,360.279849199569,0.0005680100556517687,0.3235891171658331,2.5479538177273398,0.3268202641611861,470063.58540059044,1.1152673947212419e7
62,4.778035645420829,179.39307283714413,1057.96766852529,139.7293711711465,238.53621469515716,1099.0222589225148,2631.193464474744,362.7476727200561,7.903787080465463e-5,0.3250618947212953,2.77239793070634,0.3303433761808904,471559.1180520711,1.1243717694139248e7
63,4.801295874122161,179.42539296333334,1057.981915354067,139.72518414829636,238.3090348500244,1107.6267464669884,2633.9308545749536,365.3393013243829,0.0005069581379402166,0.3257974433732643,2.780262109547543,0.33140735590342246,473030.7211518196,1.1334030130459746e7
64,4.882457024222113,179.45465417960614,1057.9963412357076,139.72515955607915,238.9776470250378,1115.3346208574706,2736.5287328013046,368.636493294607,9.649181578907928e-5,0.32333891168738316,2.5254082333959786,0.32968772688656317,474479.1484339923,1.1423628600879788e7
65,4.868380515907155,179.49558043046105,1058.0985625470016,139.73003503855963,239.4231626077423,1123.8485808728535,2765.82848044085,371.6149558830177,0.00031188143593396944,0.32059436653540385,2.447684419228292,0.3287777106081793,475905.1185724657,1.1512529775140999e7
66,4.908713335603224,179.52768135225384,1058.097585015197,139.7304066018109,239.73229284215245,1132.360260419433,2770.337009922121,373.5251321640851,6.853755100166836e-5,0.32173343484976985,2.484430211029462,0.33229282010525313,477309.3173221374,1.1600749684230646e7
67,4.931012730626016,179.54994200752682,1058.1025908933018,139.73163846190565,239.73156524926716,1140.3252275953753,2778.9539309604907,376.16487453720185,0.00025920217726138617,0.3161584081783221,2.4330297088601576,0.32673204587775545,478692.39949920727,1.1688303754131597e7
68,4.9690805266802585,179.57387185966087,1058.1051287255923,139.73479981451018,240.09936006467387,1147.5146261724665,2779.7769509218724,378.01421799510126,8.411634976823734e-5,0.3150369223505611,2.791918166165104,0.328678287259411,480054.99081475474,1.1775206837313564e7
69,4.964037063246536,179.59937789158926,1058.1022581912703,139.73346890072406,241.78068002957244,1155.457958747169,2801.0905364404407,380.3301809533106,0.00031212821686210646,0.317147116110315,2.8737642087872963,0.33441881908989635,481397.689574463,1.1861473242147684e7
70,4.985934976402319,179.6220176707298,1058.0967737116312,139.7357093925411,241.5897782492373,1162.9125501581468,2815.7827938818823,383.6088636996078,0.0005265955454163418,0.317799818416802,2.875317470119022,0.3342447693104692,482721.06825604895,1.1947116760409385e7
71,4.977790936497307,179.6485048455705,1058.1138719804505,139.73651280679624,241.59680905438242,1170.4935663532099,2827.5248953678965,385.8052959634646,1.167527206291652e-5,0.31774863055158453,2.8696527999375405,0.3344426050495221,484025.6749748055,1.2032150693019275e7
72,4.984105152496944,179.6743111554221,1058.1423727956246,139.73532694861638,242.33206252479613,1177.8499661639084,2836.0598946449422,389.1930662948063,0.0004800005699934218,0.3174168629941067,2.9046302049956196,0.33431148837221614,485312.034846649,1.2116587874158034e7
73,4.988040191364867,179.70729572565992,1058.0842524518407,139.74183037429285,242.39391157447946,1184.5218251081626,2846.95948940004,391.5998165048324,0.0002936708285261602,0.3170094847082828,2.774091192198206,0.3348633093879873,486580.65125715395,1.2200440693879172e7
74,4.97692378081522,179.7404674476624,1058.0850001212991,139.74153707517186,242.59264330435818,1191.212079988143,2847.9330955193905,394.20777015049356,0.0003651630999002009,0.3166275458289389,2.809652085879492,0.33263044289374377,487832.00704425026,1.2283721119332377e7
75,4.995450475916535,179.7617041786653,1058.0877177417356,139.74059025414638,243.2730377520072,1196.8980634527343,2847.789319498153,396.38459546127604,0.0012228860990575185,0.317256118393259,2.7877035559180072,0.33067508262090384,489066.56560153747,1.2366440714700477e7
76,5.016849493792236,179.7839022673149,1058.0144250554458,139.73863802703866,243.50999150469335,1202.7458963154036,2854.4910627932327,398.08097139509704,0.0004613750667274985,0.3192478647269799,2.8704598269967576,0.3351646660889186,490284.77190852596,1.2448610659943985e7
77,5.026569927697004,179.8091227402365,1058.062301396737,139.74319581543045,244.6545445478556,1208.7616041215329,2855.2166964388502,400.15029687878547,6.0289890043918604e-5,0.32043711704135613,3.193825439663783,0.3351956756201604,491487.05349353486,1.253024176843928e7
78,4.994981132627629,179.83220081033846,1058.0503845056785,139.74083903178453,244.8669304830868,1215.392525637226,2862.835600575438,403.2631918967169,0.00026292157410523487,0.3214278214214898,2.935357440073375,0.33562138279750076,492673.8213344632,1.2611344503589207e7
79,5.0108097972346215,179.8576009578425,1058.5112495407482,139.74544014442512,245.23464739698454,1220.88231467037,2973.291779649778,405.7135678462624,7.572261395694113e-5,0.3225166757030463,3.1707900142405663,0.3366201460546554,493845.47070218204,1.2691928994478304e7
80,5.023847367885772,179.873098450456,1058.5037066810346,139.74662900583385,246.6919315400733,1227.1547044242936,2990.0772749056487,408.2462058880064,0.0006721547985222287,0.3256153968894039,3.185102175819452,0.34101545161428354,495002.38195087825,1.2772005050639011e7
81,5.05535987450353,179.89630939911095,1058.8011917261072,139.75369493660875,249.20275453296946,1232.2914169532046,3042.8350777251403,409.5020273082111,0.000855236629078604,0.32536837950358055,2.4717292520035485,0.34069308472610116,496144.92125930573,1.2851582175989762e7
82,5.0297208788758,179.92368594274885,1058.7855989735453,139.7503467677129,250.33911398445417,1237.9882873035692,3090.800987140669,411.63020991550076,0.00036250655674763266,0.325249299345176,2.7706130500899917,0.3421946897835994,497273.44132655615,1.2930669582001047e7
83,4.960003608310814,179.94119916209797,1058.751874521069,139.75227192716986,251.2957203344538,1243.4787870275954,3102.7917611740822,413.7839153007915,0.0003741513301207533,0.326777781140823,2.7266973331351636,0.34662947625992546,498388.28202566016,1.3009276200141054e7
84,4.960474642429681,179.96666594514897,1058.8730196292609,139.75280859646796,253.12188718119629,1248.2518586838407,3159.002408517116,415.5191717503986,0.00022346255845206997,0.3250065007166886,2.712590106864269,0.3460649513316327,499489.77101804636,1.3087410693648526e7
85,4.87634234726513,179.99422940724375,1058.8868975430662,139.75422138234157,254.0631404626967,1253.5671158092487,3178.121105395293,417.8400096733898,0.0004962307231082264,0.3241226061687071,2.6325052398696727,0.34587193721700227,500578.22433164064,1.316508146867672e7
86,4.635101769522208,180.02007432633107,1058.875434322896,139.75647173864664,254.71897982476338,1258.8918765344959,3207.0069291742725,419.7963129148193,0.0003997471930148322,0.32494742182966596,2.5449801363761395,0.3443565361100822,501653.9469051545,1.3242296684849065e7
87,4.700683985852805,180.04272030089683,1058.8584421367145,139.76066908884556,255.98344416791497,1264.2623700245617,3217.796721883492,422.4061926317139,1.8123678756865047e-5,0.32561606429342255,2.5861144756779098,0.34602417519680007,502717.23310091125,1.3319064265264055e7
88,4.78781006665934,180.06412977898822,1058.8802428701122,139.75306288548978,257.5436918087593,1269.8154399503285,3254.1590032341496,425.08583535988345,0.00013057924431336687,0.32545688988605115,2.93839263030236,0.34950442529477294,503768.3671883642,1.3395391905984059e7
89,4.77647926852314,180.08560810306284,1058.8708675644523,139.7578256374586,257.8438611320313,1274.7874901384855,3261.2644855059134,427.32344530566695,0.000277028701503923,0.3273707484100534,2.8723768918874413,0.3512818455289595,504807.62380029686,1.3471287085040262e7
90,4.8834281144227845,180.10931605773143,1058.8589331444496,139.7638877767649,258.51932595293243,1279.623474264393,3302.2791398504414,429.68476901406865,7.269407694820984e-5,0.32724328438910366,2.854101827189922,0.3508785504956722,505835.26836353494,1.3546757070983518e7
91,5.0083836605712335,180.12516578916507,1058.8536792706705,139.7601893422167,259.5785854650325,1283.7983764142857,3302.3463056361575,431.4692073290375,0.00043150138555603235,0.3285504597404955,2.8743707991676857,0.34978374173625926,506851.5575058606,1.3621808931008806e7
92,5.2838020982840135,180.14960110678302,1058.7740743301595,139.75608158895878,261.5779255207392,1288.3588709370574,3303.4805409382698,433.21068143480784,5.126402064803415e-5,0.3272922432065756,2.8676983074583546,0.3499586830774223,507856.73944068974,1.3696449538679015e7
93,5.27454480586055,180.16587008693205,1058.9150732287073,139.75178173734253,260.93814474643233,1292.968707245415,3310.259530341404,435.08233534661974,5.77727128359129e-7,0.3285291934313799,2.8788842098155882,0.3494682801693855,508851.05433095456,1.3770685581271907e7
94,5.242442758779362,180.18613460521473,1058.9083727137076,139.75694361571442,261.1695180106812,1297.836412533035,3319.9125069591046,437.3459402422895,0.00019103497530892355,0.3285393645952895,2.8823194160725123,0.347235899524038,509834.73463352595,1.384452356677251e7
95,5.247593029172776,180.21054210778803,1058.9081453046053,139.75261667171864,260.7251935589726,1302.8388637262246,3403.816788048129,440.39975067676005,9.648901023950884e-5,0.3281561601803712,2.926310664019013,0.3514960559037126,510808.0054254119,1.391796983053163e7
96,5.216107056044841,180.23310335566663,1059.2779998642009,139.75169116734767,261.26415617337875,1307.1837781713978,3485.322166468578,441.92818100977865,6.309333295462238e-5,0.3294146277228,2.8786242577731542,0.3527310104696808,511771.0847128757,1.3991030541609794e7
97,5.194230306849434,180.24910892354612,1059.2876089970025,139.751530954579,261.10530836400267,1311.2990700021605,3490.990486797063,443.4730476124818,0.001043224233697515,0.3289922856493804,2.937767902085369,0.35001260454461536,512724.18372453755,1.4063711708824502e7
98,5.3237555211784695,180.2589694005957,1059.28350550455,139.74796169292816,263.74252010048565,1315.4505362808268,3501.537508922152,444.86944983247724,0.0005566041875653127,0.329977338311665,2.7336352578373493,0.35162550009023974,513667.5071894438,1.4136019186517708e7
99,5.360196478196741,180.27761381658857,1059.3574369425978,139.74665496757916,263.78181598911374,1319.1746561963198,3502.4145924555082,445.7217181630806,0.00017458041235585142,0.32892466787764796,2.7572300043306086,0.3514850931443334,514601.25360102084,1.420795868005908e7
100,5.283803526586652,180.2933161909113,1059.2732488576103,139.7451554536383,267.45834808332063,1322.865302102153,3508.4675486938077,446.87259226416626,0.00012952982763181353,0.32785563190733613,2.714693230473628,0.350783714918903,515525.61546776426,1.4279535751099735e7
101,5.299190895587415,180.3180440769341,1059.2874941820044,139.74229241516332,267.4758588989617,1326.8707254756548,3511.502814705637,448.0325181317219,0.0008528078928264904,0.3274077382665052,2.7256202349387166,0.3482495867988321,516440.7795514544,1.435075582259014e7
102,5.345039434649308,180.3344793061316,1059.2913262732823,139.7433031700955,267.4434403606158,1331.0727956942706,3512.6808983879814,450.25655999202127,0.0002945421644540147,0.32602726046797165,2.7423540161063187,0.3477741024619672,517346.92709363805,1.4421624183574961e7
103,5.377654126443559,180.35263809846046,1059.3238483202433,139.74567088379882,276.6543413192307,1334.7089614280326,3522.001778506451,452.10400729629276,0.00016830805937928517,0.3253181708088727,2.6414753568722915,0.3483152729321193,518244.23403106054,1.449214599377689e7
104,5.349586407863185,180.37119004527486,1059.1534918472864,139.74163278299307,276.6521266750303,1338.4267114101385,3542.6057794061535,454.12590927026883,0.000239864409863344,0.32402271296748,2.5932915033358768,0.34626271693365596,519132.87120068993,1.456232628798067e7
105,5.357136785270001,180.38907394127142,1059.307457731864,139.74494951683428,276.3105372078659,1341.686328580274,3542.3343459559433,454.9398771476891,0.0001381232682788891,0.32442946720735694,2.5041593656979373,0.3452435273842257,520013.0045349323,1.463216998022789e7
106,5.381501881779911,180.41092042164993,1059.279478536999,139.74942628156913,276.79584992191417,1345.2665304932757,3542.5639851131755,456.4401766339586,0.0004404417853152154,0.32380714761997237,2.6360478035699657,0.3429731812714722,520884.7952475931,1.4701681867832389e7
107,5.368300622493962,180.42707132507016,1059.1755013090003,139.74756930267256,277.13059043447765,1348.0935470197196,3567.0204310970657,457.636742954388,0.0002491732439580119,0.3247293811714198,2.943363116250154,0.3468918197937129,521748.4000111084,1.4770866635225605e7
108,5.368778030733495,180.44477268064145,1059.140690442422,139.74974302851555,278.1762773730925,1350.897435841981,3567.2515122997856,458.88745762450617,0.0006049236614842357,0.32257879421033986,2.9612499894963236,0.34236217068413743,522603.97112553247,1.4839728857640572e7
109,5.359261942430123,180.45487153774488,1059.33120496068,139.74784802296278,278.18633795610975,1353.8310370210486,3569.5346882903486,460.13134570523755,0.0009154856027322467,0.322368548601155,2.959372957637747,0.3415976718610958,523451.6566797369,1.4908273004642747e7
110,5.3134767816507775,180.4704389266898,1059.2539780952309,139.74675782767977,284.29786813317395,1356.827889450838,3582.8956817034914,461.44314355267073,0.0006643248617734798,0.322660060978631,2.83249694205184,0.34075286578927405,524291.6007052502,1.4976503443515413e7
111,5.257581959978523,180.4872502543154,1059.6573934200414,139.74784361219523,284.1706584644313,1359.4953485359936,3588.420144611377,463.09130907164996,0.0007064855757050736,0.32285519082746283,2.783340902956155,0.34250233402160124,525123.9433231336,1.5044424442506878e7
112,5.265396348323961,180.49774623598623,1059.7202239335732,139.74806589419597,284.05443266190593,1362.6255441794456,3588.5487515159257,464.4425386926229,0.00013166725892688191,0.3220827437507565,2.7718874226120818,0.3411909386534847,525948.8208842732,1.5112040173946328e7
